league_id,name,country,sport,season,slug,raw.league_key,raw.league_name,raw.country_key,raw.country_name,raw.league_logo,raw.country_logo
385,CONMEBOL Sudamericana,intl,,,,385,CONMEBOL Sudamericana,2,intl,https://apiv2.allsportsapi.com/logo/logo_leagues/385_conmebol-sudamericana.png,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
390,CAF Confederation Cup,intl,,,,390,CAF Confederation Cup,2,intl,https://apiv2.allsportsapi.com/logo/logo_leagues/390_caf-confederation-cup.png,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
566,Indian Super League,India,,,,566,Indian Super League,58,India,https://apiv2.allsportsapi.com/logo/logo_leagues/566_indian-super-league.png,https://apiv2.allsportsapi.com/logo/logo_country/58_india.png
727,AFC Champions League,intl,,,,727,AFC Champions League,2,intl,,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
16,FIFA Confederations Cup,intl,,,,16,FIFA Confederations Cup,2,intl,https://apiv2.allsportsapi.com/logo/logo_leagues/16_confederations-cup.png,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
19,FIFA Intercontinental Cup,Worldcup,,,,19,FIFA Intercontinental Cup,8,Worldcup,https://apiv2.allsportsapi.com/logo/logo_leagues/19_fifa-club-world-cup.png,https://apiv2.allsportsapi.com/logo/logo_country/8_worldcup.png
53,2. Liga,Austria,,,,53,2. Liga,18,Austria,https://apiv2.allsportsapi.com/logo/logo_leagues/53_2.-liga.png,https://apiv2.allsportsapi.com/logo/logo_country/18_austria.png
83,Carioca Série A,Brazil,,,,83,Carioca Série A,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/83_carioca-1.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
91,Pernambucano 1,Brazil,,,,91,Pernambucano 1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/91_pernambucano-1.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
124,HNL,Croatia,,,,124,HNL,37,Croatia,https://apiv2.allsportsapi.com/logo/logo_leagues/124_1.-hnl.png,https://apiv2.allsportsapi.com/logo/logo_country/37_croatia.png
140,Liga Pro,Ecuador,,,,140,Liga Pro,41,Ecuador,https://apiv2.allsportsapi.com/logo/logo_leagues/140_liga-pro.png,https://apiv2.allsportsapi.com/logo/logo_country/41_ecuador.png
166,Coupe de la Ligue,France,,,,166,Coupe de la Ligue,3,France,https://apiv2.allsportsapi.com/logo/logo_leagues/166_coupe-de-la-ligue.png,https://apiv2.allsportsapi.com/logo/logo_country/3_france.png
193,I-League,India,,,,193,I-League,58,India,https://apiv2.allsportsapi.com/logo/logo_leagues/193_i-league.png,https://apiv2.allsportsapi.com/logo/logo_country/58_india.png
239,Botola Pro,Morocco,,,,239,Botola Pro,80,Morocco,https://apiv2.allsportsapi.com/logo/logo_leagues/239_botola-pro.png,https://apiv2.allsportsapi.com/logo/logo_country/80_morocco.png
245,Eerste Divisie,Netherlands,,,,245,Eerste Divisie,82,Netherlands,https://apiv2.allsportsapi.com/logo/logo_leagues/245_eerste-divisie.png,https://apiv2.allsportsapi.com/logo/logo_country/82_netherlands.png
260,Cup,Poland,,,,260,Cup,91,Poland,https://apiv2.allsportsapi.com/logo/logo_leagues/260_cup.png,https://apiv2.allsportsapi.com/logo/logo_country/91_poland.png
267,Segunda Liga,Portugal,,,,267,Segunda Liga,92,Portugal,https://apiv2.allsportsapi.com/logo/logo_leagues/267_segunda-liga.png,https://apiv2.allsportsapi.com/logo/logo_country/92_portugal.png
280,Scottish Cup,Scotland,,,,280,Scottish Cup,98,Scotland,https://apiv2.allsportsapi.com/logo/logo_leagues/280_fa-cup.png,https://apiv2.allsportsapi.com/logo/logo_country/98_scotland.png
296,1. SNL,Slovenia,,,,296,1. SNL,102,Slovenia,https://apiv2.allsportsapi.com/logo/logo_leagues/296_1.-snl.png,https://apiv2.allsportsapi.com/logo/logo_country/102_slovenia.png
297,PSL,South Africa,,,,297,PSL,103,South Africa,https://apiv2.allsportsapi.com/logo/logo_leagues/297_psl.png,https://apiv2.allsportsapi.com/logo/logo_country/103_south-africa.png
314,Thai League 1,Thailand,,,,314,Thai League 1,108,Thailand,,https://apiv2.allsportsapi.com/logo/logo_country/108_thailand.png
349,Copa do Brasil,Brazil,,,,349,Copa do Brasil,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/349_copa-do-brasil.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
476,Taça da Liga,Portugal,,,,476,Taça da Liga,92,Portugal,https://apiv2.allsportsapi.com/logo/logo_leagues/476_taça-da-liga.png,https://apiv2.allsportsapi.com/logo/logo_country/92_portugal.png
515,Copa Argentina,Argentina,,,,515,Copa Argentina,14,Argentina,https://apiv2.allsportsapi.com/logo/logo_leagues/515_copa-argentina.png,https://apiv2.allsportsapi.com/logo/logo_country/14_argentina.png
5,Concacaf Champions Cup,intl,,,,5,Concacaf Champions Cup,2,intl,https://apiv2.allsportsapi.com/logo/logo_leagues/5_concacaf-champions-league.png,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
6,Première Ligue,France,,,,6,Première Ligue,3,France,https://apiv2.allsportsapi.com/logo/logo_leagues/6_feminine_division_1.png,https://apiv2.allsportsapi.com/logo/logo_country/3_france.png
7,Frauen Bundesliga,Germany,,,,7,Frauen Bundesliga,4,Germany,https://apiv2.allsportsapi.com/logo/logo_leagues/7_frauen-bundesliga.png,https://apiv2.allsportsapi.com/logo/logo_country/4_germany.png
8,Serie A Women,Italy,,,,8,Serie A Women,5,Italy,https://apiv2.allsportsapi.com/logo/logo_leagues/8_serie-a-women.png,https://apiv2.allsportsapi.com/logo/logo_country/5_italy.png
9,AFC Challenge Cup,intl,,,,9,AFC Challenge Cup,2,intl,https://apiv2.allsportsapi.com/logo/logo_leagues/9_afc-challenge-cup.png,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
11,AFC Champions League Two,intl,,,,11,AFC Champions League Two,2,intl,https://apiv2.allsportsapi.com/logo/logo_leagues/11_afc-cup.png,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
12,ASEAN Championship,intl,,,,12,ASEAN Championship,2,intl,,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
13,Primera División Femenina,Spain,,,,13,Primera División Femenina,6,Spain,https://apiv2.allsportsapi.com/logo/logo_leagues/13_primera-división-femenina.png,https://apiv2.allsportsapi.com/logo/logo_country/6_spain.png
20,FIFA Women's World Cup,World cup,,,,20,FIFA Women's World Cup,166,World cup,https://apiv2.allsportsapi.com/logo/logo_leagues/20_women's-world-cup.png,https://apiv2.allsportsapi.com/logo/logo_country/166_world-cup.png
21,CAF World Cup Qualifiers,Worldcup,,,,21,CAF World Cup Qualifiers,8,Worldcup,https://apiv2.allsportsapi.com/logo/logo_leagues/21_wc-qualification-africa.png,https://apiv2.allsportsapi.com/logo/logo_country/8_worldcup.png
22,AFC World Cup Qualifiers,Worldcup,,,,22,AFC World Cup Qualifiers,8,Worldcup,https://apiv2.allsportsapi.com/logo/logo_leagues/22_wc-qualification-asia.png,https://apiv2.allsportsapi.com/logo/logo_country/8_worldcup.png
23,Concacaf World Cup Qualifiers,Worldcup,,,,23,Concacaf World Cup Qualifiers,8,Worldcup,https://apiv2.allsportsapi.com/logo/logo_leagues/23_wc-qualification-concacaf.png,https://apiv2.allsportsapi.com/logo/logo_country/8_worldcup.png
25,WC Qualification Intercontinental Play-offs,Worldcup,,,,25,WC Qualification Intercontinental Play-offs,8,Worldcup,https://apiv2.allsportsapi.com/logo/logo_leagues/25_wc-qualification-intercontinental-play-offs.png,https://apiv2.allsportsapi.com/logo/logo_country/8_worldcup.png
26,OFC World Cup Qualifiers,Worldcup,,,,26,OFC World Cup Qualifiers,8,Worldcup,https://apiv2.allsportsapi.com/logo/logo_leagues/26_wc-qualification-oceania.png,https://apiv2.allsportsapi.com/logo/logo_country/8_worldcup.png
30,CAF Super Cup,intl,,,,30,CAF Super Cup,2,intl,https://apiv2.allsportsapi.com/logo/logo_leagues/30_caf-super-cup.png,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
32,1st Division,Albania,,,,32,1st Division,10,Albania,https://apiv2.allsportsapi.com/logo/logo_leagues/32_1st-division.png,https://apiv2.allsportsapi.com/logo/logo_country/10_albania.png
33,2nd Division,Albania,,,,33,2nd Division,10,Albania,,https://apiv2.allsportsapi.com/logo/logo_country/10_albania.png
36,2a Divisió,Andorra,,,,36,2a Divisió,12,Andorra,,https://apiv2.allsportsapi.com/logo/logo_country/12_andorra.png
37,1a Divisió,Andorra,,,,37,1a Divisió,12,Andorra,https://apiv2.allsportsapi.com/logo/logo_leagues/37_1a-divisió.png,https://apiv2.allsportsapi.com/logo/logo_country/12_andorra.png
38,Girabola,Angola,,,,38,Girabola,13,Angola,https://apiv2.allsportsapi.com/logo/logo_leagues/38_girabola.png,https://apiv2.allsportsapi.com/logo/logo_country/13_angola.png
39,Torneo Federal A,Argentina,,,,39,Torneo Federal A,14,Argentina,https://apiv2.allsportsapi.com/logo/logo_leagues/39_torneo-federal-a.png,https://apiv2.allsportsapi.com/logo/logo_country/14_argentina.png
40,Prim B Metro,Argentina,,,,40,Prim B Metro,14,Argentina,https://apiv2.allsportsapi.com/logo/logo_leagues/40_prim-b-metro.png,https://apiv2.allsportsapi.com/logo/logo_country/14_argentina.png
41,Primera Nacional,Argentina,,,,41,Primera Nacional,14,Argentina,https://apiv2.allsportsapi.com/logo/logo_leagues/41_primera-nacional.png,https://apiv2.allsportsapi.com/logo/logo_country/14_argentina.png
42,Primera C,Argentina,,,,42,Primera C,14,Argentina,https://apiv2.allsportsapi.com/logo/logo_leagues/42_primera-c.png,https://apiv2.allsportsapi.com/logo/logo_country/14_argentina.png
43,Primera D,Argentina,,,,43,Primera D,14,Argentina,https://apiv2.allsportsapi.com/logo/logo_leagues/43_primera-d.png,https://apiv2.allsportsapi.com/logo/logo_country/14_argentina.png
47,Division di Honor,Aruba,,,,47,Division di Honor,16,Aruba,,https://apiv2.allsportsapi.com/logo/logo_country/16_aruba.png
48,South Australia NPL,Australia,,,,48,South Australia NPL,17,Australia,https://apiv2.allsportsapi.com/logo/logo_leagues/48_south-australia-npl.png,https://apiv2.allsportsapi.com/logo/logo_country/17_australia.png
50,New South Wales NPL,Australia,,,,50,New South Wales NPL,17,Australia,https://apiv2.allsportsapi.com/logo/logo_leagues/50_new-south-wales-npl.png,https://apiv2.allsportsapi.com/logo/logo_country/17_australia.png
51,Western Australia NPL,Australia,,,,51,Western Australia NPL,17,Australia,https://apiv2.allsportsapi.com/logo/logo_leagues/51_western-australia-npl.png,https://apiv2.allsportsapi.com/logo/logo_country/17_australia.png
52,Landesliga,Austria,,,,52,Landesliga,18,Austria,,https://apiv2.allsportsapi.com/logo/logo_country/18_austria.png
55,Regionalliga,Austria,,,,55,Regionalliga,18,Austria,https://apiv2.allsportsapi.com/logo/logo_leagues/55_regionalliga.png,https://apiv2.allsportsapi.com/logo/logo_country/18_austria.png
58,Birinci Dasta,Azerbaijan,,,,58,Birinci Dasta,19,Azerbaijan,,https://apiv2.allsportsapi.com/logo/logo_country/19_azerbaijan.png
65,Challenger Pro League,Belgium,,,,65,Challenger Pro League,23,Belgium,https://apiv2.allsportsapi.com/logo/logo_leagues/65_first-division-b.png,https://apiv2.allsportsapi.com/logo/logo_country/23_belgium.png
66,Third Amateur Division,Belgium,,,,66,Third Amateur Division,23,Belgium,,https://apiv2.allsportsapi.com/logo/logo_country/23_belgium.png
67,Second Amateur Division,Belgium,,,,67,Second Amateur Division,23,Belgium,https://apiv2.allsportsapi.com/logo/logo_leagues/67_second-amateur-division.png,https://apiv2.allsportsapi.com/logo/logo_country/23_belgium.png
70,Premijer Liga,Bosnia and Herzegovina,,,,70,Premijer Liga,26,Bosnia and Herzegovina,,https://apiv2.allsportsapi.com/logo/logo_country/26_bosnia-and-herzegovina.png
71,1st League,Bosnia and Herzegovina,,,,71,1st League,26,Bosnia and Herzegovina,https://apiv2.allsportsapi.com/logo/logo_leagues/71_1st-league.png,https://apiv2.allsportsapi.com/logo/logo_country/26_bosnia-and-herzegovina.png
72,Gaúcho 2,Brazil,,,,72,Gaúcho 2,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/72_gaúcho-2.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
73,Piauiense,Brazil,,,,73,Piauiense,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/73_piauiense.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
74,Sul-Matogrossense,Brazil,,,,74,Sul-Matogrossense,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/74_sul-matogrossense.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
76,Potiguar 1,Brazil,,,,76,Potiguar 1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/76_potiguar.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
77,Acreano,Brazil,,,,77,Acreano,27,Brazil,,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
78,Paranaense 2,Brazil,,,,78,Paranaense 2,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/78_paranaense-2.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
79,Serie C,Brazil,,,,79,Serie C,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/79_serie-c.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
80,Serie D,Brazil,,,,80,Serie D,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/80_serie-d.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
81,Amazonense 1,Brazil,,,,81,Amazonense 1,27,Brazil,,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
82,Mineiro 1,Brazil,,,,82,Mineiro 1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/82_mineiro-1.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
84,Carioca B1,Brazil,,,,84,Carioca B1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/84_carioca-2.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
85,Sergipano 1,Brazil,,,,85,Sergipano 1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/85_sergipano-1.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
86,Paulista A2,Brazil,,,,86,Paulista A2,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/86_paulista-a2.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
87,Paraense A,Brazil,,,,87,Paraense A,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/87_paraense.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
88,Goiano 1,Brazil,,,,88,Goiano 1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/88_goiano-1.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
89,Matogrossense 1,Brazil,,,,89,Matogrossense 1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/89_matogrossense.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
90,Tocantinense,Brazil,,,,90,Tocantinense,27,Brazil,,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
92,Rondoniense,Brazil,,,,92,Rondoniense,27,Brazil,,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
93,Alagoano 1,Brazil,,,,93,Alagoano 1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/93_alagoano.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
94,Baiano 2,Brazil,,,,94,Baiano 2,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/94_baiano-2.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
95,Baiano 1,Brazil,,,,95,Baiano 1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/95_baiano-1.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
96,Paulista A3,Brazil,,,,96,Paulista A3,27,Brazil,,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
97,Paraibano 1,Brazil,,,,97,Paraibano 1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/97_paraibano.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
98,Catarinense 1,Brazil,,,,98,Catarinense 1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/98_catarinense-1.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
100,Paranaense 1,Brazil,,,,100,Paranaense 1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/100_paranaense-1.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
101,Roraimense,Brazil,,,,101,Roraimense,27,Brazil,,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
102,Gaúcho 1,Brazil,,,,102,Gaúcho 1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/102_gaúcho-1.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
103,Maranhense 1,Brazil,,,,103,Maranhense 1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/103_maranhense.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
104,Cearense 1,Brazil,,,,104,Cearense 1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/104_cearense-1.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
105,Brasiliense A,Brazil,,,,105,Brasiliense A,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/105_brasiliense.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
106,Paulista A1,Brazil,,,,106,Paulista A1,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/106_paulista-a1.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
107,Amapaense,Brazil,,,,107,Amapaense,27,Brazil,,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
108,Capixaba A,Brazil,,,,108,Capixaba A,27,Brazil,https://apiv2.allsportsapi.com/logo/logo_leagues/108_capixaba.png,https://apiv2.allsportsapi.com/logo/logo_country/27_brazil.png
109,Second League,Bulgaria,,,,109,Second League,28,Bulgaria,https://apiv2.allsportsapi.com/logo/logo_leagues/109_second-league.png,https://apiv2.allsportsapi.com/logo/logo_country/28_bulgaria.png
110,Third League,Bulgaria,,,,110,Third League,28,Bulgaria,,https://apiv2.allsportsapi.com/logo/logo_country/28_bulgaria.png
112,Elite One,Cameroon,,,,112,Elite One,29,Cameroon,https://apiv2.allsportsapi.com/logo/logo_leagues/112_elite-one.png,https://apiv2.allsportsapi.com/logo/logo_country/29_cameroon.png
113,Canadian Soccer League,Canada,,,,113,Canadian Soccer League,30,Canada,,https://apiv2.allsportsapi.com/logo/logo_country/30_canada.png
114,PCSL,Canada,,,,114,PCSL,30,Canada,,https://apiv2.allsportsapi.com/logo/logo_country/30_canada.png
116,Primera B,Chile,,,,116,Primera B,31,Chile,https://apiv2.allsportsapi.com/logo/logo_leagues/116_primera-b.png,https://apiv2.allsportsapi.com/logo/logo_country/31_chile.png
117,Chinese Football League 1,China,,,,117,Chinese Football League 1,32,China,https://apiv2.allsportsapi.com/logo/logo_leagues/117_china-league-one.png,https://apiv2.allsportsapi.com/logo/logo_country/32_china.png
119,Taiwan Football Premier League,Chinese Taipei,,,,119,Taiwan Football Premier League,33,Chinese Taipei,,https://apiv2.allsportsapi.com/logo/logo_country/33_chinese-taipei.png
122,Liga de Ascenso,Costa Rica,,,,122,Liga de Ascenso,35,Costa Rica,,https://apiv2.allsportsapi.com/logo/logo_country/35_costa-rica.png
126,Third NL,Croatia,,,,126,Third NL,37,Croatia,,https://apiv2.allsportsapi.com/logo/logo_country/37_croatia.png
128,3. Division,Cyprus,,,,128,3. Division,38,Cyprus,,https://apiv2.allsportsapi.com/logo/logo_country/38_cyprus.png
129,2. Division,Cyprus,,,,129,2. Division,38,Cyprus,https://apiv2.allsportsapi.com/logo/logo_leagues/129_2.-division.png,https://apiv2.allsportsapi.com/logo/logo_country/38_cyprus.png
131,3. liga,Czech Republic,,,,131,3. liga,39,Czech Republic,,https://apiv2.allsportsapi.com/logo/logo_country/39_czech-republic.png
132,4. liga,Czech Republic,,,,132,4. liga,39,Czech Republic,https://apiv2.allsportsapi.com/logo/logo_leagues/132_4.-liga.png,https://apiv2.allsportsapi.com/logo/logo_country/39_czech-republic.png
133,FNL,Czech Republic,,,,133,FNL,39,Czech Republic,https://apiv2.allsportsapi.com/logo/logo_leagues/133_fnl.png,https://apiv2.allsportsapi.com/logo/logo_country/39_czech-republic.png
137,Denmark Series,Denmark,,,,137,Denmark Series,40,Denmark,,https://apiv2.allsportsapi.com/logo/logo_country/40_denmark.png
139,Liga Pro Serie B,Ecuador,,,,139,Liga Pro Serie B,41,Ecuador,,https://apiv2.allsportsapi.com/logo/logo_country/41_ecuador.png
142,Primera Division,El Salvador,,,,142,Primera Division,43,El Salvador,https://apiv2.allsportsapi.com/logo/logo_leagues/142_primera-division.png,https://apiv2.allsportsapi.com/logo/logo_country/43_el-salvador.png
143,Non League Div One,England,,,,143,Non League Div One,44,England,https://apiv2.allsportsapi.com/logo/logo_leagues/143_non-league-div-one.png,https://apiv2.allsportsapi.com/logo/logo_country/44_england.png
144,FA Trophy,England,,,,144,FA Trophy,44,England,https://apiv2.allsportsapi.com/logo/logo_leagues/144_fa-trophy.png,https://apiv2.allsportsapi.com/logo/logo_country/44_england.png
149,Non League Premier,England,,,,149,Non League Premier,44,England,https://apiv2.allsportsapi.com/logo/logo_leagues/149_non-league-premier.png,https://apiv2.allsportsapi.com/logo/logo_country/44_england.png
150,National League N / S,England,,,,150,National League N / S,44,England,https://apiv2.allsportsapi.com/logo/logo_leagues/150_national-league-n-s.png,https://apiv2.allsportsapi.com/logo/logo_country/44_england.png
151,National League,England,,,,151,National League,44,England,https://apiv2.allsportsapi.com/logo/logo_leagues/151_national-league.png,https://apiv2.allsportsapi.com/logo/logo_country/44_england.png
155,Esiliiga A,Estonia,,,,155,Esiliiga A,45,Estonia,https://apiv2.allsportsapi.com/logo/logo_leagues/155_esiliiga-a.png,https://apiv2.allsportsapi.com/logo/logo_country/45_estonia.png
156,Premium liiga,Estonia,,,,156,Premium liiga,45,Estonia,https://apiv2.allsportsapi.com/logo/logo_leagues/156_meistriliiga.png,https://apiv2.allsportsapi.com/logo/logo_country/45_estonia.png
157,Meistaradeildin,Faroe Islands,,,,157,Meistaradeildin,46,Faroe Islands,,https://apiv2.allsportsapi.com/logo/logo_country/46_faroe-islands.png
158,1. Deild,Faroe Islands,,,,158,1. Deild,46,Faroe Islands,,https://apiv2.allsportsapi.com/logo/logo_country/46_faroe-islands.png
159,National Football League,Fiji,,,,159,National Football League,47,Fiji,,https://apiv2.allsportsapi.com/logo/logo_country/47_fiji.png
160,Kakkonen,Finland,,,,160,Kakkonen,48,Finland,https://apiv2.allsportsapi.com/logo/logo_leagues/160_kakkonen.png,https://apiv2.allsportsapi.com/logo/logo_country/48_finland.png
161,Suomen Cup,Finland,,,,161,Suomen Cup,48,Finland,https://apiv2.allsportsapi.com/logo/logo_leagues/161_suomen-cup.png,https://apiv2.allsportsapi.com/logo/logo_country/48_finland.png
162,National 3,France,,,,162,National 3,3,France,,https://apiv2.allsportsapi.com/logo/logo_country/3_france.png
163,National 2,France,,,,163,National 2,3,France,https://apiv2.allsportsapi.com/logo/logo_leagues/163_national-2.png,https://apiv2.allsportsapi.com/logo/logo_country/3_france.png
167,National 1,France,,,,167,National 1,3,France,https://apiv2.allsportsapi.com/logo/logo_leagues/167_national-1.png,https://apiv2.allsportsapi.com/logo/logo_country/3_france.png
169,Erovnuli Liga 2,Georgia,,,,169,Erovnuli Liga 2,49,Georgia,,https://apiv2.allsportsapi.com/logo/logo_country/49_georgia.png
170,Erovnuli Liga,Georgia,,,,170,Erovnuli Liga,49,Georgia,https://apiv2.allsportsapi.com/logo/logo_leagues/170_erovnuli-liga.png,https://apiv2.allsportsapi.com/logo/logo_country/49_georgia.png
174,Oberliga,Germany,,,,174,Oberliga,4,Germany,https://apiv2.allsportsapi.com/logo/logo_leagues/174_oberliga.png,https://apiv2.allsportsapi.com/logo/logo_country/4_germany.png
176,3. Liga,Germany,,,,176,3. Liga,4,Germany,https://apiv2.allsportsapi.com/logo/logo_leagues/176_3.-liga.png,https://apiv2.allsportsapi.com/logo/logo_country/4_germany.png
180,Gamma Ethniki,Greece,,,,180,Gamma Ethniki,51,Greece,https://apiv2.allsportsapi.com/logo/logo_leagues/180_gamma-ethniki.png,https://apiv2.allsportsapi.com/logo/logo_country/51_greece.png
181,Football League,Greece,,,,181,Football League,51,Greece,https://apiv2.allsportsapi.com/logo/logo_leagues/181_football-league.png,https://apiv2.allsportsapi.com/logo/logo_country/51_greece.png
182,Liga Nacional,Guatemala,,,,182,Liga Nacional,52,Guatemala,https://apiv2.allsportsapi.com/logo/logo_leagues/182_liga-nacional.png,https://apiv2.allsportsapi.com/logo/logo_country/52_guatemala.png
184,Ligue Haïtienne,Haiti,,,,184,Ligue Haïtienne,53,Haiti,,https://apiv2.allsportsapi.com/logo/logo_country/53_haiti.png
187,HKFA 1st Division,Hong Kong,,,,187,HKFA 1st Division,55,Hong Kong,,https://apiv2.allsportsapi.com/logo/logo_country/55_hong-kong.png
188,NB II,Hungary,,,,188,NB II,56,Hungary,https://apiv2.allsportsapi.com/logo/logo_leagues/188_nb-ii.png,https://apiv2.allsportsapi.com/logo/logo_country/56_hungary.png
189,Magyar Kupa,Hungary,,,,189,Magyar Kupa,56,Hungary,https://apiv2.allsportsapi.com/logo/logo_leagues/189_magyar-kupa.png,https://apiv2.allsportsapi.com/logo/logo_country/56_hungary.png
190,NB III,Hungary,,,,190,NB III,56,Hungary,https://apiv2.allsportsapi.com/logo/logo_leagues/190_nb-iii.png,https://apiv2.allsportsapi.com/logo/logo_country/56_hungary.png
192,Besta deild,Iceland,,,,192,Besta deild,57,Iceland,https://apiv2.allsportsapi.com/logo/logo_leagues/192_Úrvalsdeild.png,https://apiv2.allsportsapi.com/logo/logo_country/57_iceland.png
196,Azadegan League,Iran,,,,196,Azadegan League,60,Iran,,https://apiv2.allsportsapi.com/logo/logo_country/60_iran.png
197,FAI Cup,Ireland,,,,197,FAI Cup,61,Ireland,https://apiv2.allsportsapi.com/logo/logo_leagues/197_fai-cup.png,https://apiv2.allsportsapi.com/logo/logo_country/61_ireland.png
198,First Division,Ireland,,,,198,First Division,61,Ireland,https://apiv2.allsportsapi.com/logo/logo_leagues/198_first-division.png,https://apiv2.allsportsapi.com/logo/logo_country/61_ireland.png
200,Premier Division,Ireland,,,,200,Premier Division,61,Ireland,https://apiv2.allsportsapi.com/logo/logo_leagues/200_premier-division.png,https://apiv2.allsportsapi.com/logo/logo_country/61_ireland.png
201,Liga Leumit,Israel,,,,201,Liga Leumit,62,Israel,https://apiv2.allsportsapi.com/logo/logo_leagues/201_liga-leumit.png,https://apiv2.allsportsapi.com/logo/logo_country/62_israel.png
203,Toto Cup Ligat Al,Israel,,,,203,Toto Cup Ligat Al,62,Israel,https://apiv2.allsportsapi.com/logo/logo_leagues/203_toto-cup-ligat-al.png,https://apiv2.allsportsapi.com/logo/logo_country/62_israel.png
210,J-League Cup,Japan,,,,210,J-League Cup,64,Japan,https://apiv2.allsportsapi.com/logo/logo_leagues/210_j-league-cup.png,https://apiv2.allsportsapi.com/logo/logo_country/64_japan.png
211,Japan Football League,Japan,,,,211,Japan Football League,64,Japan,,https://apiv2.allsportsapi.com/logo/logo_country/64_japan.png
