league_id,name,country,sport,season,slug,raw.league_key,raw.league_name,raw.country_key,raw.country_name,raw.league_logo,raw.country_logo
219,K League 1,Korea Republic,,,,219,K League 1,68,Korea Republic,https://apiv2.allsportsapi.com/logo/logo_leagues/219_k-league-1.png,https://apiv2.allsportsapi.com/logo/logo_country/68_korea-republic.png
195,Persian Gulf Pro League,Iran,,,,195,Persian Gulf Pro League,60,Iran,https://apiv2.allsportsapi.com/logo/logo_leagues/195_persian-gulf-pro-league.png,https://apiv2.allsportsapi.com/logo/logo_country/60_iran.png
328,Pro League,United Arab Emirates,,,,328,Pro League,113,United Arab Emirates,https://apiv2.allsportsapi.com/logo/logo_leagues/328_arabian-gulf-league.png,https://apiv2.allsportsapi.com/logo/logo_country/113_united-arab-emirates.png
121,Primera División,Costa Rica,,,,121,Primera División,35,Costa Rica,https://apiv2.allsportsapi.com/logo/logo_leagues/121_primera-división.png,https://apiv2.allsportsapi.com/logo/logo_country/35_costa-rica.png
406,LPF,Panama,,,,406,LPF,126,Panama,,https://apiv2.allsportsapi.com/logo/logo_country/126_panama.png
2,UEFA Women's Champions League,intl,,,,2,UEFA Women's Champions League,2,intl,,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
10,AFC Champions League Elite,intl,,,,10,AFC Champions League Elite,2,intl,https://apiv2.allsportsapi.com/logo/logo_leagues/10_afc-champions-league.png,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
14,Damallsvenskan,Sweden,,,,14,Damallsvenskan,7,Sweden,https://apiv2.allsportsapi.com/logo/logo_leagues/14_damallsvenskan.png,https://apiv2.allsportsapi.com/logo/logo_country/7_sweden.png
15,Concacaf Gold Cup,intl,,,,15,Concacaf Gold Cup,2,intl,https://apiv2.allsportsapi.com/logo/logo_leagues/15_concacaf-gold-cup.png,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
17,CONMEBOL Copa America,intl,,,,17,CONMEBOL Copa America,2,intl,https://apiv2.allsportsapi.com/logo/logo_leagues/17_copa-america.png,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
18,CONMEBOL Libertadores,intl,,,,18,CONMEBOL Libertadores,2,intl,https://apiv2.allsportsapi.com/logo/logo_leagues/18_conmebol-libertadores.png,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
24,UEFA World Cup Qualifiers,Worldcup,,,,24,UEFA World Cup Qualifiers,8,Worldcup,https://apiv2.allsportsapi.com/logo/logo_leagues/24_wc-qualification-europe.png,https://apiv2.allsportsapi.com/logo/logo_country/8_worldcup.png
27,CONMEBOL World Cup Qualifiers,Worldcup,,,,27,CONMEBOL World Cup Qualifiers,8,Worldcup,https://apiv2.allsportsapi.com/logo/logo_leagues/27_wc-qualification-south-america.png,https://apiv2.allsportsapi.com/logo/logo_country/8_worldcup.png
29,CAF Africa Cup of Nations,intl,,,,29,CAF Africa Cup of Nations,2,intl,https://apiv2.allsportsapi.com/logo/logo_leagues/29_africa-cup-of-nations-qualification.png,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
44,Liga Profesional Argentina,Argentina,,,,44,Liga Profesional Argentina,14,Argentina,https://apiv2.allsportsapi.com/logo/logo_leagues/44_liga-profesional-argentina.png,https://apiv2.allsportsapi.com/logo/logo_country/14_argentina.png
49,A-League Men,Australia,,,,49,A-League Men,17,Australia,https://apiv2.allsportsapi.com/logo/logo_leagues/49_a-league.png,https://apiv2.allsportsapi.com/logo/logo_country/17_australia.png
145,League Two,England,,,,145,League Two,44,England,https://apiv2.allsportsapi.com/logo/logo_leagues/145_league-two.png,https://apiv2.allsportsapi.com/logo/logo_country/44_england.png
146,FA Cup,England,,,,146,FA Cup,44,England,https://apiv2.allsportsapi.com/logo/logo_leagues/146_fa-cup.png,https://apiv2.allsportsapi.com/logo/logo_country/44_england.png
147,League Cup,England,,,,147,League Cup,44,England,https://apiv2.allsportsapi.com/logo/logo_leagues/147_league-cup.png,https://apiv2.allsportsapi.com/logo/logo_country/44_england.png
153,Championship,England,,,,153,Championship,44,England,https://apiv2.allsportsapi.com/logo/logo_leagues/153_championship.png,https://apiv2.allsportsapi.com/logo/logo_country/44_england.png
154,League One,England,,,,154,League One,44,England,https://apiv2.allsportsapi.com/logo/logo_leagues/154_league-one.png,https://apiv2.allsportsapi.com/logo/logo_country/44_england.png
165,Coupe de France,France,,,,165,Coupe de France,3,France,https://apiv2.allsportsapi.com/logo/logo_leagues/165_coupe-de-france.png,https://apiv2.allsportsapi.com/logo/logo_country/3_france.png
172,DFB Pokal,Germany,,,,172,DFB Pokal,4,Germany,https://apiv2.allsportsapi.com/logo/logo_leagues/172_dfb-pokal.png,https://apiv2.allsportsapi.com/logo/logo_country/4_germany.png
205,Coppa Italia,Italy,,,,205,Coppa Italia,5,Italy,https://apiv2.allsportsapi.com/logo/logo_leagues/205_coppa-italia.png,https://apiv2.allsportsapi.com/logo/logo_country/5_italy.png
243,KNVB Beker,Netherlands,,,,243,KNVB Beker,82,Netherlands,https://apiv2.allsportsapi.com/logo/logo_leagues/243_knvb-beker.png,https://apiv2.allsportsapi.com/logo/logo_country/82_netherlands.png
257,Liga 1,Peru,,,,257,Liga 1,90,Peru,https://apiv2.allsportsapi.com/logo/logo_leagues/257_primera-división.png,https://apiv2.allsportsapi.com/logo/logo_country/90_peru.png
265,Taça de Portugal,Portugal,,,,265,Taça de Portugal,92,Portugal,https://apiv2.allsportsapi.com/logo/logo_leagues/265_taça-de-portugal.png,https://apiv2.allsportsapi.com/logo/logo_country/92_portugal.png
300,Copa del Rey,Spain,,,,300,Copa del Rey,6,Spain,https://apiv2.allsportsapi.com/logo/logo_leagues/300_copa-del-rey.png,https://apiv2.allsportsapi.com/logo/logo_country/6_spain.png
346,CAF Champions League,intl,,,,346,CAF Champions League,2,intl,https://apiv2.allsportsapi.com/logo/logo_leagues/346_caf-champions-league.png,https://apiv2.allsportsapi.com/logo/logo_country/2_intl.png
354,UEFA European Championship Qualifiers,eurocups,,,,354,UEFA European Championship Qualifiers,1,eurocups,https://apiv2.allsportsapi.com/logo/logo_leagues/354_ec-qualification.png,
372,UEFA Super Cup,eurocups,,,,372,UEFA Super Cup,1,eurocups,https://apiv2.allsportsapi.com/logo/logo_leagues/372_uefa-super-cup.png,
377,Community Shield,England,,,,377,Community Shield,44,England,https://apiv2.allsportsapi.com/logo/logo_leagues/377_community-shield.png,https://apiv2.allsportsapi.com/logo/logo_country/44_england.png
383,Super Cup,Spain,,,,383,Super Cup,6,Spain,https://apiv2.allsportsapi.com/logo/logo_leagues/383_super-cup.png,https://apiv2.allsportsapi.com/logo/logo_country/6_spain.png
